#TRO-Keyword;ID(long);Code;ModelCode;OriginCode;DestinationCode;AvailableDateOrigin;DesignatedPathCode;DueDateDestinaton;
#TRONXT-Keyword;TransportObjectCode;NextDispatchSiteCode;NextDispatchSiteArrivalDate;
#TROPTH-Keyword;TransportObjectCode;OptionIndex;PathCode;
TRO;1;veh0000000000001;Standard;GER01PLANT;FRA01DEAL;02/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;14/06/2025-00:00:00;
TRO;440;veh0000000000440;Standard;GER01PLANT;ITA01DEAL;11/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;24/06/2025-00:00:00;
TRONXT;veh0000000000440;GER01PLANT;11/06/2025-00:00:00;
TROPTH;veh0000000000440;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000440;2;GER01PLANT->ITA01DEAL-276;
TRO;441;veh0000000000441;Standard;GER01PLANT;ITA01DEAL;12/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;23/06/2025-00:00:00;
TRONXT;veh0000000000441;GER01PLANT;12/06/2025-00:00:00;
TROPTH;veh0000000000441;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000441;2;GER01PLANT->ITA01DEAL-276;
TRO;442;veh0000000000442;Standard;GER01PLANT;ITA01DEAL;12/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;19/06/2025-00:00:00;
TRONXT;veh0000000000442;GER01PLANT;12/06/2025-00:00:00;
TROPTH;veh0000000000442;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000442;2;GER01PLANT->ITA01DEAL-276;
TRO;443;veh0000000000443;Standard;GER01PLANT;ITA01DEAL;12/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;20/06/2025-00:00:00;
TRONXT;veh0000000000443;GER01PLANT;12/06/2025-00:00:00;
TROPTH;veh0000000000443;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000443;2;GER01PLANT->ITA01DEAL-276;
TRO;444;veh0000000000444;Standard;GER01PLANT;ITA01DEAL;12/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;21/06/2025-00:00:00;
TRONXT;veh0000000000444;GER01PLANT;12/06/2025-00:00:00;
TROPTH;veh0000000000444;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000444;2;GER01PLANT->ITA01DEAL-276;
TRO;445;veh0000000000445;Standard;GER01PLANT;ITA01DEAL;12/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;26/06/2025-00:00:00;
TRONXT;veh0000000000445;GER01PLANT;12/06/2025-00:00:00;
TROPTH;veh0000000000445;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000445;2;GER01PLANT->ITA01DEAL-276;
TRO;446;veh0000000000446;Standard;GER01PLANT;ITA01DEAL;12/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;22/06/2025-00:00:00;
TRONXT;veh0000000000446;GER01PLANT;12/06/2025-00:00:00;
TROPTH;veh0000000000446;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000446;2;GER01PLANT->ITA01DEAL-276;
TRO;447;veh0000000000447;Standard;GER01PLANT;ITA01DEAL;12/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;25/06/2025-00:00:00;
TRONXT;veh0000000000447;GER01PLANT;12/06/2025-00:00:00;
TROPTH;veh0000000000447;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000447;2;GER01PLANT->ITA01DEAL-276;
TRO;448;veh0000000000448;Standard;GER01PLANT;ITA01DEAL;12/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;27/06/2025-00:00:00;
TRONXT;veh0000000000448;GER01PLANT;12/06/2025-00:00:00;
TROPTH;veh0000000000448;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000448;2;GER01PLANT->ITA01DEAL-276;
TRO;449;veh0000000000449;Standard;GER01PLANT;ITA01DEAL;12/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;18/06/2025-00:00:00;
TRONXT;veh0000000000449;GER01PLANT;12/06/2025-00:00:00;
TROPTH;veh0000000000449;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000449;2;GER01PLANT->ITA01DEAL-276;
TRO;450;veh0000000000450;Standard;GER01PLANT;ITA01DEAL;12/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;23/06/2025-00:00:00;
TRONXT;veh0000000000450;GER01PLANT;12/06/2025-00:00:00;
TROPTH;veh0000000000450;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000450;2;GER01PLANT->ITA01DEAL-276;
TRO;451;veh0000000000451;Standard;GER01PLANT;ITA01DEAL;12/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;18/06/2025-00:00:00;
TRONXT;veh0000000000451;GER01PLANT;12/06/2025-00:00:00;
TROPTH;veh0000000000451;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000451;2;GER01PLANT->ITA01DEAL-276;
TRO;452;veh0000000000452;Standard;GER01PLANT;ITA01DEAL;12/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;19/06/2025-00:00:00;
TRONXT;veh0000000000452;GER01PLANT;12/06/2025-00:00:00;
TROPTH;veh0000000000452;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000452;2;GER01PLANT->ITA01DEAL-276;
TRO;453;veh0000000000453;Standard;GER01PLANT;ITA01DEAL;12/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;23/06/2025-00:00:00;
TRONXT;veh0000000000453;GER01PLANT;12/06/2025-00:00:00;
TROPTH;veh0000000000453;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000453;2;GER01PLANT->ITA01DEAL-276;
TRO;454;veh0000000000454;Standard;GER01PLANT;ITA01DEAL;12/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;21/06/2025-00:00:00;
TRONXT;veh0000000000454;GER01PLANT;12/06/2025-00:00:00;
TROPTH;veh0000000000454;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000454;2;GER01PLANT->ITA01DEAL-276;
TRO;455;veh0000000000455;Standard;GER01PLANT;ITA01DEAL;12/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;22/06/2025-00:00:00;
TRONXT;veh0000000000455;GER01PLANT;12/06/2025-00:00:00;
TROPTH;veh0000000000455;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000455;2;GER01PLANT->ITA01DEAL-276;
TRO;456;veh0000000000456;Standard;GER01PLANT;ITA01DEAL;12/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;26/06/2025-00:00:00;
TRONXT;veh0000000000456;GER01PLANT;12/06/2025-00:00:00;
TROPTH;veh0000000000456;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000456;2;GER01PLANT->ITA01DEAL-276;
TRO;457;veh0000000000457;Standard;GER01PLANT;ITA01DEAL;12/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;27/06/2025-00:00:00;
TRONXT;veh0000000000457;GER01PLANT;12/06/2025-00:00:00;
TROPTH;veh0000000000457;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000457;2;GER01PLANT->ITA01DEAL-276;
TRO;458;veh0000000000458;Standard;GER01PLANT;ITA01DEAL;12/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;21/06/2025-00:00:00;
TRONXT;veh0000000000458;GER01PLANT;12/06/2025-00:00:00;
TROPTH;veh0000000000458;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000458;2;GER01PLANT->ITA01DEAL-276;
TRO;459;veh0000000000459;Standard;GER01PLANT;ITA01DEAL;12/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;18/06/2025-00:00:00;
TRONXT;veh0000000000459;GER01PLANT;12/06/2025-00:00:00;
TROPTH;veh0000000000459;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000459;2;GER01PLANT->ITA01DEAL-276;
TRO;460;veh0000000000460;Standard;GER01PLANT;ITA01DEAL;12/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;18/06/2025-00:00:00;
TRONXT;veh0000000000460;GER01PLANT;12/06/2025-00:00:00;
TROPTH;veh0000000000460;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000460;2;GER01PLANT->ITA01DEAL-276;
TRO;461;veh0000000000461;Standard;GER01PLANT;ITA01DEAL;16/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;24/06/2025-00:00:00;
TRONXT;veh0000000000461;GER01PLANT;16/06/2025-00:00:00;
TROPTH;veh0000000000461;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000461;2;GER01PLANT->ITA01DEAL-276;
TRO;462;veh0000000000462;Standard;GER01PLANT;ITA01DEAL;16/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;29/06/2025-00:00:00;
TRONXT;veh0000000000462;GER01PLANT;16/06/2025-00:00:00;
TROPTH;veh0000000000462;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000462;2;GER01PLANT->ITA01DEAL-276;
TRO;463;veh0000000000463;Standard;GER01PLANT;ITA01DEAL;16/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;27/06/2025-00:00:00;
TRONXT;veh0000000000463;GER01PLANT;16/06/2025-00:00:00;
TROPTH;veh0000000000463;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000463;2;GER01PLANT->ITA01DEAL-276;
TRO;464;veh0000000000464;Standard;GER01PLANT;ITA01DEAL;16/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;24/06/2025-00:00:00;
TRONXT;veh0000000000464;GER01PLANT;16/06/2025-00:00:00;
TROPTH;veh0000000000464;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000464;2;GER01PLANT->ITA01DEAL-276;
TRO;465;veh0000000000465;Standard;GER01PLANT;ITA01DEAL;16/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;21/06/2025-00:00:00;
TRONXT;veh0000000000465;GER01PLANT;16/06/2025-00:00:00;
TROPTH;veh0000000000465;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000465;2;GER01PLANT->ITA01DEAL-276;
TRO;466;veh0000000000466;Standard;GER01PLANT;ITA01DEAL;17/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;02/07/2025-00:00:00;
TRONXT;veh0000000000466;GER01PLANT;17/06/2025-00:00:00;
TROPTH;veh0000000000466;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000466;2;GER01PLANT->ITA01DEAL-276;
TRO;467;veh0000000000467;Standard;GER01PLANT;ITA01DEAL;17/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;28/06/2025-00:00:00;
TRONXT;veh0000000000467;GER01PLANT;17/06/2025-00:00:00;
TROPTH;veh0000000000467;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000467;2;GER01PLANT->ITA01DEAL-276;
TRO;468;veh0000000000468;Standard;GER01PLANT;ITA01DEAL;17/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;25/06/2025-00:00:00;
TRONXT;veh0000000000468;GER01PLANT;17/06/2025-00:00:00;
TROPTH;veh0000000000468;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000468;2;GER01PLANT->ITA01DEAL-276;
TRO;469;veh0000000000469;Standard;GER01PLANT;ITA01DEAL;17/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;28/06/2025-00:00:00;
TRONXT;veh0000000000469;GER01PLANT;17/06/2025-00:00:00;
TROPTH;veh0000000000469;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000469;2;GER01PLANT->ITA01DEAL-276;
TRO;470;veh0000000000470;Standard;GER01PLANT;ITA01DEAL;17/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;24/06/2025-00:00:00;
TRONXT;veh0000000000470;GER01PLANT;17/06/2025-00:00:00;
TROPTH;veh0000000000470;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000470;2;GER01PLANT->ITA01DEAL-276;
TRO;471;veh0000000000471;Standard;GER01PLANT;ITA01DEAL;18/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;30/06/2025-00:00:00;
TRONXT;veh0000000000471;GER01PLANT;18/06/2025-00:00:00;
TROPTH;veh0000000000471;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000471;2;GER01PLANT->ITA01DEAL-276;
TRO;472;veh0000000000472;Standard;GER01PLANT;ITA01DEAL;18/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;30/06/2025-00:00:00;
TRONXT;veh0000000000472;GER01PLANT;18/06/2025-00:00:00;
TROPTH;veh0000000000472;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000472;2;GER01PLANT->ITA01DEAL-276;
TRO;473;veh0000000000473;Standard;GER01PLANT;ITA01DEAL;18/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;28/06/2025-00:00:00;
TRONXT;veh0000000000473;GER01PLANT;18/06/2025-00:00:00;
TROPTH;veh0000000000473;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000473;2;GER01PLANT->ITA01DEAL-276;
TRO;474;veh0000000000474;Standard;GER01PLANT;ITA01DEAL;18/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;23/06/2025-00:00:00;
TRONXT;veh0000000000474;GER01PLANT;18/06/2025-00:00:00;
TROPTH;veh0000000000474;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000474;2;GER01PLANT->ITA01DEAL-276;
TRO;475;veh0000000000475;Standard;GER01PLANT;ITA01DEAL;18/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;26/06/2025-00:00:00;
TRONXT;veh0000000000475;GER01PLANT;18/06/2025-00:00:00;
TROPTH;veh0000000000475;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000475;2;GER01PLANT->ITA01DEAL-276;
TRO;476;veh0000000000476;Standard;GER01PLANT;ITA01DEAL;19/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;28/06/2025-00:00:00;
TRONXT;veh0000000000476;GER01PLANT;19/06/2025-00:00:00;
TROPTH;veh0000000000476;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000476;2;GER01PLANT->ITA01DEAL-276;
TRO;477;veh0000000000477;Standard;GER01PLANT;ITA01DEAL;19/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;26/06/2025-00:00:00;
TRONXT;veh0000000000477;GER01PLANT;19/06/2025-00:00:00;
TROPTH;veh0000000000477;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000477;2;GER01PLANT->ITA01DEAL-276;
TRO;478;veh0000000000478;Standard;GER01PLANT;ITA01DEAL;19/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;02/07/2025-00:00:00;
TRONXT;veh0000000000478;GER01PLANT;19/06/2025-00:00:00;
TROPTH;veh0000000000478;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000478;2;GER01PLANT->ITA01DEAL-276;
TRO;479;veh0000000000479;Standard;GER01PLANT;ITA01DEAL;19/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;02/07/2025-00:00:00;
TRONXT;veh0000000000479;GER01PLANT;19/06/2025-00:00:00;
TROPTH;veh0000000000479;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000479;2;GER01PLANT->ITA01DEAL-276;
TRO;480;veh0000000000480;Standard;GER01PLANT;ITA01DEAL;19/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;26/06/2025-00:00:00;
TRONXT;veh0000000000480;GER01PLANT;19/06/2025-00:00:00;
TROPTH;veh0000000000480;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000480;2;GER01PLANT->ITA01DEAL-276;
TRO;481;veh0000000000481;Standard;GER01PLANT;ITA01DEAL;19/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;04/07/2025-00:00:00;
TRONXT;veh0000000000481;GER01PLANT;19/06/2025-00:00:00;
TROPTH;veh0000000000481;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000481;2;GER01PLANT->ITA01DEAL-276;
TRO;482;veh0000000000482;Standard;GER01PLANT;ITA01DEAL;19/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;01/07/2025-00:00:00;
TRONXT;veh0000000000482;GER01PLANT;19/06/2025-00:00:00;
TROPTH;veh0000000000482;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000482;2;GER01PLANT->ITA01DEAL-276;
TRO;483;veh0000000000483;Standard;GER01PLANT;ITA01DEAL;19/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;29/06/2025-00:00:00;
TRONXT;veh0000000000483;GER01PLANT;19/06/2025-00:00:00;
TROPTH;veh0000000000483;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000483;2;GER01PLANT->ITA01DEAL-276;
TRO;484;veh0000000000484;Standard;GER01PLANT;ITA01DEAL;19/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;01/07/2025-00:00:00;
TRONXT;veh0000000000484;GER01PLANT;19/06/2025-00:00:00;
TROPTH;veh0000000000484;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000484;2;GER01PLANT->ITA01DEAL-276;
TRO;485;veh0000000000485;Standard;GER01PLANT;ITA01DEAL;19/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;27/06/2025-00:00:00;
TRONXT;veh0000000000485;GER01PLANT;19/06/2025-00:00:00;
TROPTH;veh0000000000485;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000485;2;GER01PLANT->ITA01DEAL-276;
TRO;486;veh0000000000486;Standard;GER01PLANT;ITA01DEAL;19/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;04/07/2025-00:00:00;
TRONXT;veh0000000000486;GER01PLANT;19/06/2025-00:00:00;
TROPTH;veh0000000000486;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000486;2;GER01PLANT->ITA01DEAL-276;
TRO;487;veh0000000000487;Standard;GER01PLANT;ITA01DEAL;19/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;30/06/2025-00:00:00;
TRONXT;veh0000000000487;GER01PLANT;19/06/2025-00:00:00;
TROPTH;veh0000000000487;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000487;2;GER01PLANT->ITA01DEAL-276;
TRO;488;veh0000000000488;Standard;GER01PLANT;ITA01DEAL;19/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;01/07/2025-00:00:00;
TRONXT;veh0000000000488;GER01PLANT;19/06/2025-00:00:00;
TROPTH;veh0000000000488;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000488;2;GER01PLANT->ITA01DEAL-276;
TRO;489;veh0000000000489;Standard;GER01PLANT;ITA01DEAL;19/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;25/06/2025-00:00:00;
TRONXT;veh0000000000489;GER01PLANT;19/06/2025-00:00:00;
TROPTH;veh0000000000489;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000489;2;GER01PLANT->ITA01DEAL-276;
TRO;490;veh0000000000490;Standard;GER01PLANT;ITA01DEAL;19/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;30/06/2025-00:00:00;
TRONXT;veh0000000000490;GER01PLANT;19/06/2025-00:00:00;
TROPTH;veh0000000000490;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000490;2;GER01PLANT->ITA01DEAL-276;
TRO;491;veh0000000000491;Standard;GER01PLANT;ITA01DEAL;19/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;03/07/2025-00:00:00;
TRONXT;veh0000000000491;GER01PLANT;19/06/2025-00:00:00;
TROPTH;veh0000000000491;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000491;2;GER01PLANT->ITA01DEAL-276;
TRO;492;veh0000000000492;Standard;GER01PLANT;ITA01DEAL;19/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;02/07/2025-00:00:00;
TRONXT;veh0000000000492;GER01PLANT;19/06/2025-00:00:00;
TROPTH;veh0000000000492;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000492;2;GER01PLANT->ITA01DEAL-276;
TRO;493;veh0000000000493;Standard;GER01PLANT;ITA01DEAL;19/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;02/07/2025-00:00:00;
TRONXT;veh0000000000493;GER01PLANT;19/06/2025-00:00:00;
TROPTH;veh0000000000493;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000493;2;GER01PLANT->ITA01DEAL-276;
TRO;494;veh0000000000494;Standard;GER01PLANT;ITA01DEAL;19/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;28/06/2025-00:00:00;
TRONXT;veh0000000000494;GER01PLANT;19/06/2025-00:00:00;
TROPTH;veh0000000000494;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000494;2;GER01PLANT->ITA01DEAL-276;
TRO;495;veh0000000000495;Standard;GER01PLANT;ITA01DEAL;19/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;26/06/2025-00:00:00;
TRONXT;veh0000000000495;GER01PLANT;19/06/2025-00:00:00;
TROPTH;veh0000000000495;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000495;2;GER01PLANT->ITA01DEAL-276;
TRO;496;veh0000000000496;Standard;GER01PLANT;ITA01DEAL;23/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;05/07/2025-00:00:00;
TRONXT;veh0000000000496;GER01PLANT;23/06/2025-00:00:00;
TROPTH;veh0000000000496;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000496;2;GER01PLANT->ITA01DEAL-276;
TRO;497;veh0000000000497;Standard;GER01PLANT;ITA01DEAL;23/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;05/07/2025-00:00:00;
TRONXT;veh0000000000497;GER01PLANT;23/06/2025-00:00:00;
TROPTH;veh0000000000497;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000497;2;GER01PLANT->ITA01DEAL-276;
TRO;498;veh0000000000498;Standard;GER01PLANT;ITA01DEAL;23/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;02/07/2025-00:00:00;
TRONXT;veh0000000000498;GER01PLANT;23/06/2025-00:00:00;
TROPTH;veh0000000000498;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000498;2;GER01PLANT->ITA01DEAL-276;
TRO;499;veh0000000000499;Standard;GER01PLANT;ITA01DEAL;23/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;05/07/2025-00:00:00;
TRONXT;veh0000000000499;GER01PLANT;23/06/2025-00:00:00;
TROPTH;veh0000000000499;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000499;2;GER01PLANT->ITA01DEAL-276;
TRO;500;veh0000000000500;Standard;GER01PLANT;ITA01DEAL;23/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;01/07/2025-00:00:00;
TRONXT;veh0000000000500;GER01PLANT;23/06/2025-00:00:00;
TROPTH;veh0000000000500;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000500;2;GER01PLANT->ITA01DEAL-276;
TRO;501;veh0000000000501;Standard;GER01PLANT;ITA01DEAL;24/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;30/06/2025-00:00:00;
TRONXT;veh0000000000501;GER01PLANT;24/06/2025-00:00:00;
TROPTH;veh0000000000501;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000501;2;GER01PLANT->ITA01DEAL-276;
TRO;502;veh0000000000502;Standard;GER01PLANT;ITA01DEAL;24/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;07/07/2025-00:00:00;
TRONXT;veh0000000000502;GER01PLANT;24/06/2025-00:00:00;
TROPTH;veh0000000000502;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000502;2;GER01PLANT->ITA01DEAL-276;
TRO;503;veh0000000000503;Standard;GER01PLANT;ITA01DEAL;24/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;02/07/2025-00:00:00;
TRONXT;veh0000000000503;GER01PLANT;24/06/2025-00:00:00;
TROPTH;veh0000000000503;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000503;2;GER01PLANT->ITA01DEAL-276;
TRO;504;veh0000000000504;Standard;GER01PLANT;ITA01DEAL;24/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;07/07/2025-00:00:00;
TRONXT;veh0000000000504;GER01PLANT;24/06/2025-00:00:00;
TROPTH;veh0000000000504;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000504;2;GER01PLANT->ITA01DEAL-276;
TRO;505;veh0000000000505;Standard;GER01PLANT;ITA01DEAL;24/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;03/07/2025-00:00:00;
TRONXT;veh0000000000505;GER01PLANT;24/06/2025-00:00:00;
TROPTH;veh0000000000505;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000505;2;GER01PLANT->ITA01DEAL-276;
TRO;506;veh0000000000506;Standard;GER01PLANT;ITA01DEAL;25/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;08/07/2025-00:00:00;
TRONXT;veh0000000000506;GER01PLANT;25/06/2025-00:00:00;
TROPTH;veh0000000000506;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000506;2;GER01PLANT->ITA01DEAL-276;
TRO;507;veh0000000000507;Standard;GER01PLANT;ITA01DEAL;25/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;06/07/2025-00:00:00;
TRONXT;veh0000000000507;GER01PLANT;25/06/2025-00:00:00;
TROPTH;veh0000000000507;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000507;2;GER01PLANT->ITA01DEAL-276;
TRO;508;veh0000000000508;Standard;GER01PLANT;ITA01DEAL;25/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;07/07/2025-00:00:00;
TRONXT;veh0000000000508;GER01PLANT;25/06/2025-00:00:00;
TROPTH;veh0000000000508;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000508;2;GER01PLANT->ITA01DEAL-276;
TRO;509;veh0000000000509;Standard;GER01PLANT;ITA01DEAL;25/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;09/07/2025-00:00:00;
TRONXT;veh0000000000509;GER01PLANT;25/06/2025-00:00:00;
TROPTH;veh0000000000509;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000509;2;GER01PLANT->ITA01DEAL-276;
TRO;510;veh0000000000510;Standard;GER01PLANT;ITA01DEAL;25/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;04/07/2025-00:00:00;
TRONXT;veh0000000000510;GER01PLANT;25/06/2025-00:00:00;
TROPTH;veh0000000000510;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000510;2;GER01PLANT->ITA01DEAL-276;
TRO;511;veh0000000000511;Standard;GER01PLANT;ITA01DEAL;26/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;07/07/2025-00:00:00;
TRONXT;veh0000000000511;GER01PLANT;26/06/2025-00:00:00;
TROPTH;veh0000000000511;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000511;2;GER01PLANT->ITA01DEAL-276;
TRO;512;veh0000000000512;Standard;GER01PLANT;ITA01DEAL;26/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;08/07/2025-00:00:00;
TRONXT;veh0000000000512;GER01PLANT;26/06/2025-00:00:00;
TROPTH;veh0000000000512;1;GER01PLANT->ITA01DEAL-538;
